index,filename,md5,true_label,pred_label,prob_pred,prob_true,confusion_var,difficulty,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9
42641,42641_6_frog.png,c9005e3bf863389cc215e871aac32d2c,6,6,0.9442623853683472,0.9442623853683472,0.026459328830242157,0.0014747798737522189,0.00012816039088647813,0.003117817919701338,0.018357058987021446,0.003988978452980518,0.0022134939208626747,0.026770886033773422,0.9442623853683472,0.00014589093916583806,0.0008583412854932249,0.00015699517098255455
4392,04392_3_cat.png,699f51de7518b0c10a70055e8b5358ab,3,3,0.90183424949646,0.90183424949646,0.015025592409074306,0.0014749985555970735,0.0004152399196755141,0.0008548786863684654,0.0026048021391034126,0.90183424949646,0.023314008489251137,0.024321386590600014,0.03204502537846565,8.682636689627543e-05,0.014288635924458504,0.00023493633489124477
15197,15197_9_truck.png,f642d9e5ca94854cba8dcda983d0ff24,9,9,0.9831908345222473,0.9831908345222473,0.08775009959936142,0.0014750059448549457,0.0001467972033424303,0.015942074358463287,1.041868108586641e-05,4.703053127741441e-05,4.568981239572167e-06,2.3426995539921336e-05,2.031836993410252e-05,1.3055598174105398e-05,0.000601372797973454,0.9831908345222473
19893,19893_9_truck.png,811d1b36f45643c1086f937519ba386e,9,9,0.9704231023788452,0.9704231023788452,0.04987340047955513,0.001475100460002654,0.00380694936029613,0.021402865648269653,7.131878373911604e-05,4.517777779255994e-05,1.3226094779383857e-05,2.4636585294501856e-05,2.1967887732898816e-05,3.455176920397207e-05,0.004156280308961868,0.9704231023788452
9526,09526_2_bird.png,a6f1625dc787f3037dc93bfa7934039d,2,2,0.9813187718391418,0.9813187718391418,0.07897554337978363,0.0014753601450054887,0.001006310572847724,8.747222636884544e-06,0.9813187718391418,0.00016985429101623595,0.016899487003684044,6.929387018317357e-05,0.00043151117279194295,6.562694761669263e-05,2.5966002795030363e-05,4.409964276419487e-06
20200,20200_5_dog.png,febff6c192f4e25c6f78aef84641e1d9,5,5,0.9731894731521606,0.9731894731521606,0.055037807673215866,0.0014755926202689729,8.825046825222671e-05,0.00026558528770692647,0.00013607097207568586,0.004900948144495487,0.00013208894233684987,0.9731894731521606,0.02027907222509384,0.00019538056221790612,0.0007038715993985534,0.00010925324750132859
3147,03147_7_horse.png,e0304e40888e58bd81125dd56b6ea703,7,7,0.9774253964424133,0.9774253964424133,0.06538091599941254,0.0014759482589186135,0.00033833528868854046,0.00010226666927337646,2.2761856598663144e-05,0.00024179535103030503,0.0005400857189670205,0.0016839776653796434,4.1453746234765276e-05,0.9774253964424133,0.018774809315800667,0.0008290816331282258
46074,46074_5_dog.png,3079380f747ccc8f60d149755dcb6c1e,5,5,0.9624904990196228,0.9624904990196228,0.03935497626662254,0.0014761855208555996,3.072975960094482e-05,0.0002274833241244778,0.0007063780794851482,0.0243302583694458,0.007413606625050306,0.9624904990196228,0.0015174546279013157,0.0014153765514492989,0.0016898935427889228,0.00017834470781963319
46546,46546_5_dog.png,74716fff87194d5de08a01e237c0bb9c,5,5,0.9745741486549377,0.9745741486549377,0.058067962527275085,0.001476427383129142,1.2734009033010807e-05,0.00011506638838909566,0.00028024520725011826,0.019698310643434525,0.0006275576306506991,0.9745741486549377,0.004601174499839544,8.354401870747097e-06,6.969000241952017e-05,1.269390031666262e-05
5103,05103_0_airplane.png,3a2361b59f437182fb4475a5839d0061,0,0,0.957942008972168,0.957942008972168,0.035113416612148285,0.0014767997608302608,0.957942008972168,0.0037340486887842417,0.02631750889122486,0.0038267886266112328,7.61227638577111e-05,0.0021616334561258554,0.00022303509467747062,0.00012347310257609934,0.005438340827822685,0.0001570081658428535
19897,19897_4_deer.png,6fe18ba528e1d387f3a2f88e71bb1c24,4,4,0.9707732796669006,0.9707732796669006,0.0505545437335968,0.0014775435112692747,8.64362737047486e-05,0.00020634950487874448,0.02166709117591381,0.001711786026135087,0.9707732796669006,0.002379492623731494,0.002267095958814025,0.00014178824494592845,0.0004384587809909135,0.0003282002580817789
25777,25777_5_dog.png,d85897120533106a0a0d350675b434fe,5,5,0.8744136691093445,0.8744136691093445,0.011766132898628712,0.0014776654595106131,0.001324277836829424,0.048727381974458694,0.020771561190485954,0.006527527701109648,0.011418776586651802,0.8744136691093445,0.008253956213593483,0.01658482477068901,0.002306529553607106,0.009671601466834545
2215,02215_9_truck.png,c4eef4956468db098712257f6776f08c,9,9,0.9788206815719604,0.9788206815719604,0.0698074996471405,0.0014784752636920473,0.00015985933714546263,0.01803719252347946,1.197323581436649e-05,0.0004062011430505663,1.704740134300664e-05,3.519025631248951e-05,2.0233421309967525e-05,1.672539110586513e-05,0.0024747212883085012,0.9788206815719604
28104,28104_7_horse.png,45451833668f4b449395e92cc6f469bf,7,7,0.9807708859443665,0.9807708859443665,0.07690265774726868,0.00147876997700358,7.244706648634747e-05,2.2166803319123574e-05,0.0002458153758198023,0.000101558915048372,0.017198452726006508,0.0009261200902983546,2.2656620785710402e-05,0.9807708859443665,0.0005154813989065588,0.00012428031186573207
6311,06311_4_deer.png,44e5e9afb609440986069e0f11c71236,4,4,0.984870195388794,0.984870195388794,0.0977441594004631,0.0014788500336155863,6.300250333879376e-06,5.054756002209615e-06,2.2114703824627213e-05,1.42828127991379e-06,0.984870195388794,2.0826377294724807e-05,4.808275662071537e-07,0.015060086734592915,1.2541091564344242e-05,1.0940688071059412e-06
6895,06895_1_automobile.png,0e5cc3b8bc416ec7232f45eb445623c0,1,1,0.9704431891441345,0.9704431891441345,0.05006543919444084,0.001479774716685922,0.006704648490995169,0.9704431891441345,3.9494210795965046e-05,2.1476524125318974e-05,5.931427494942909e-06,6.752083208994009e-06,3.286116407252848e-05,1.7382750229444355e-05,0.021045587956905365,0.0016826479695737362
46494,46494_5_dog.png,bc14d6a47ce86fe2387fff2da72aec9e,5,5,0.9346258044242859,0.9346258044242859,0.022637471556663513,0.0014799064928849859,0.0006642384105361998,0.011266784742474556,0.029637088999152184,0.0181527491658926,0.0007512253359891474,0.9346258044242859,0.0028163911774754524,0.0011825717519968748,0.0005723002832382917,0.0003307407896500081
39026,39026_0_airplane.png,797bf8878200e9a3208235a0c1636c6f,0,0,0.9805065393447876,0.9805065393447876,0.07593846321105957,0.0014803034448220842,0.9805065393447876,0.00026637199334800243,0.0009928485378623009,0.00010156960343010724,2.526327079976909e-05,1.0231599844701122e-05,0.0001057820045389235,5.7293480494990945e-05,0.0005996703403070569,0.01733454503118992
47205,47205_4_deer.png,5c21ad56c33de825c28567cc5083ef96,4,4,0.9801964163780212,0.9801964163780212,0.07475699484348297,0.00148045639871075,0.01748427376151085,2.263160604343284e-05,0.0011702410411089659,0.00037559535121545196,0.9801964163780212,0.00043722710688598454,0.0001393012353219092,0.00013676736853085458,2.392180249444209e-05,1.3637876691063866e-05
1921,01921_2_bird.png,265e316ba32a2bde227afe9dc17e20c7,2,2,0.9610567688941956,0.9610567688941956,0.0380166731774807,0.0014804920894244677,0.0034943879581987858,0.0026500700041651726,0.9610567688941956,0.0022171048913151026,0.00032005112734623253,0.02544286847114563,0.00394056923687458,0.0002867183065973222,0.0001770302333170548,0.0004144056874793023
19919,19919_9_truck.png,ca86b1ebc9c7649a641674bc07822bfb,9,9,0.9808982014656067,0.9808982014656067,0.07751872390508652,0.0014807470466782213,0.017087422311306,0.00023642632004339248,2.76906490626061e-07,5.016281079406326e-07,6.283823950070655e-06,3.723065447047702e-07,2.8524479489533405e-07,1.8039712813333608e-05,0.001752148033119738,0.9808982014656067
33667,33667_4_deer.png,3f783c52f10830794f8def34c2feff29,4,4,0.9776401519775391,0.9776401519775391,0.06623095273971558,0.0014809140376428331,0.00014501551049761474,0.0002361062215641141,0.0009183657821267843,0.0005844420520588756,0.9776401519775391,0.018741711974143982,0.0008495990186929703,0.0004723088350147009,0.00031777715776115656,9.447892080061138e-05
16022,16022_7_horse.png,7a423d8bb518c3fc15f6e88288afc53f,7,7,0.9631694555282593,0.9631694555282593,0.04021231457591057,0.0014810414402997019,0.0017655016854405403,0.002427964238449931,0.001070591388270259,0.0007907457766123116,0.002086128108203411,0.024879103526473045,0.00039490769268013537,0.9631694555282593,0.0008261417970061302,0.0025894357822835445
20298,20298_8_ship.png,a18113f14d60ce68fe64b063b90608fc,8,8,0.9846046566963196,0.9846046566963196,0.09622254222631454,0.001481379071126998,0.01521786954253912,7.39086462999694e-05,1.3599993508250918e-05,9.815841622184962e-06,1.5014893506304361e-05,2.9024317882431205e-06,5.81498943574843e-06,3.347334086356568e-06,0.9846046566963196,5.312064604368061e-05
26480,26480_9_truck.png,f54b25a966e6f5f8c94fa8e705ed7d6c,9,9,0.983074963092804,0.983074963092804,0.08753779530525208,0.001481580416315964,5.13398481416516e-06,0.016023222357034683,2.4392879822698887e-06,1.0301581596650067e-06,2.3909262836241396e-06,1.086819884221768e-05,8.51109746236034e-07,3.450639042057446e-06,0.000875570229254663,0.983074963092804
3962,03962_0_airplane.png,decd071cfa8f7ce2b342fb37bacdcc3d,0,0,0.9646430015563965,0.9646430015563965,0.04190549626946449,0.001481652566377889,0.9646430015563965,9.533462434774265e-05,0.02124999836087227,0.012563679367303848,1.3170846614229959e-05,0.0009190450655296445,0.0002964708546642214,1.303969111177139e-05,0.00017417922208551317,3.193069642293267e-05
993,00993_5_dog.png,dc4c4f2a35f9b9302040605173fb2927,5,5,0.9371129870414734,0.9371129870414734,0.023570574820041656,0.0014822830441478807,0.000660688616335392,0.0013941864017397165,0.0038495012558996677,0.003043069737032056,0.011792698875069618,0.9371129870414734,0.005279486067593098,0.03277432546019554,0.0009434063686057925,0.003149649128317833
40385,40385_2_bird.png,a9efddc3f6577ccddc71c4993e8f7f4f,2,2,0.9366243481636047,0.9366243481636047,0.023404298350214958,0.0014832626637183433,0.004787235986441374,0.00023471553868148476,0.9366243481636047,0.003681795671582222,0.03386407345533371,0.005271459463983774,0.005121693946421146,0.006507468409836292,0.0035340110771358013,0.0003731899196282029
40976,40976_9_truck.png,f5147671bc62e93a5969dd48f56beeb4,9,9,0.9826841950416565,0.9826841950416565,0.08575458079576492,0.001484909595343975,0.0007111283484846354,0.016252869740128517,8.596672705607489e-05,7.32348826204543e-06,2.359914105909411e-06,5.154663995199371e-06,3.8508874240505975e-06,6.125051640992751e-06,0.0002410943416180089,0.9826841950416565
36825,36825_2_bird.png,63e178c0b39a2655d7c0b06971d57b64,2,2,0.9793272614479065,0.9793272614479065,0.07184436917304993,0.0014852198603545474,9.242388841812499e-06,0.00030349381268024445,0.9793272614479065,9.645598038332537e-05,0.0001332840183749795,0.017942389473319054,0.0011199204018339515,0.0005935005028732121,8.088057074928656e-05,0.000393508467823267
44072,44072_9_truck.png,b78c86fc89bcb9f09768427433cb841f,9,9,0.9849129319190979,0.9849129319190979,0.0984543040394783,0.0014853867879014437,4.412267117004376e-06,0.01506593357771635,2.154548838007031e-06,4.55318740932853e-06,4.796077632818196e-07,2.5443164304306265e-06,2.8300139547354775e-06,1.0185038945564884e-06,3.187744368915446e-06,0.9849129319190979
45113,45113_0_airplane.png,52415ed0beb1a28be28681e485c64930,0,0,0.8670759797096252,0.8670759797096252,0.011178913526237011,0.0014859461283858733,0.8670759797096252,0.03399525582790375,0.009958216920495033,0.0012818945106118917,0.03205370903015137,0.0011244164779782295,0.00228387420065701,0.0351705439388752,0.002695781644433737,0.014360290952026844
10158,10158_7_horse.png,5c6265f44cf96ede073dceada0ad7a6a,7,7,0.8899669647216797,0.8899669647216797,0.013506717048585415,0.0014861850735012894,0.002522265538573265,0.0015634412411600351,0.0017014384502545,0.014251474291086197,0.024777324870228767,0.025580881163477898,0.00015396882372442633,0.8899669647216797,0.03639144077897072,0.003090767189860344
22724,22724_0_airplane.png,e37d046d5df145a1a6609b3ac4436ae6,0,0,0.9838084578514099,0.9838084578514099,0.091802217066288,0.0014864194669628183,0.9838084578514099,5.368814890971407e-05,7.184452988440171e-05,3.276349161751568e-05,6.597622996196151e-05,3.6776973502128385e-06,3.519844995025778e-06,2.4023813239182346e-05,0.015673324465751648,0.0002626687928568572
21894,21894_9_truck.png,e561d185c7aff66d5d1a70ca193bfdfe,9,9,0.9842084050178528,0.9842084050178528,0.0941392257809639,0.0014866085254658934,1.6063433577073738e-05,0.015457899309694767,3.7309887375158723e-06,8.08320110081695e-05,3.6632798128266586e-06,3.1186529668048024e-05,4.583376721711829e-06,1.544885662951856e-06,0.0001920407376019284,0.9842084050178528
16781,16781_5_dog.png,06c82eb77a732f8e577b24635a571298,5,5,0.9715936183929443,0.9715936183929443,0.05233369395136833,0.0014866108812894296,0.0005983019946143031,0.000995537731796503,0.001147261238656938,0.021515045315027237,0.0004547507269307971,0.9715936183929443,0.0007007538806647062,0.0008181149605661631,0.0015480798901990056,0.0006285426788963377
18264,18264_4_deer.png,b3b8cbdf2721dcddb155cefa2d6c3e21,4,4,0.9807824492454529,0.9807824492454529,0.0773848369717598,0.0014871470321371483,5.628229337162338e-05,3.9212383853737265e-05,0.0017496473155915737,9.881707228487357e-06,0.9807824492454529,5.9311845689080656e-05,0.00010066353570437059,0.01718047633767128,9.564936590322759e-06,1.249268461833708e-05
40774,40774_9_truck.png,32f54aa8479143a3db57f46e18703e65,9,9,0.965832531452179,0.965832531452179,0.04352978244423866,0.0014873024725570172,0.0128227723762393,0.00038364267675206065,1.6904110452742316e-05,0.00012630270794034004,8.933035132940859e-05,9.027115083881654e-06,2.2679419089399744e-06,0.00016369260265491903,0.020553521811962128,0.965832531452179
349,00349_0_airplane.png,94fd3fe865588494f58ec3ffb1a366d5,0,0,0.9842450022697449,0.9842450022697449,0.09441693127155304,0.0014875385378809725,0.9842450022697449,1.6943884020292899e-06,0.015442612580955029,2.6733878257800825e-05,0.00015461457951460034,1.0527958693273831e-05,4.1893003071891144e-05,5.778475497209001e-06,6.627794937230647e-05,4.786309091286967e-06
25391,25391_0_airplane.png,6c349cba501781c4d28bef8256e81024,0,0,0.9670443534851074,0.9670443534851074,0.04514317214488983,0.0014877224237679343,0.9670443534851074,0.0001690153731033206,0.023078609257936478,0.0008764774538576603,0.0004393151612021029,4.864584843744524e-05,0.003928427118808031,0.00013838060840498656,0.0035028497222810984,0.000773975218180567
26811,26811_7_horse.png,b9e6b8f3bcb8e413684f3a418d86962a,7,7,0.9815747141838074,0.9815747141838074,0.08074536174535751,0.0014877563684900785,7.651901796634775e-06,2.5054498109966516e-05,0.0008695145370438695,0.00039887084858492017,8.260749382316135e-06,0.016836516559123993,2.2094602172728628e-05,0.9815747141838074,4.447833634912968e-05,0.00021276529878377914
23251,23251_6_frog.png,7d09a578febb7139c317c2151ff1aa1c,6,6,0.9644776582717896,0.9644776582717896,0.04189023748040199,0.001488039330854729,0.00023261304886545986,5.635886191157624e-05,0.02093701809644699,0.0006562260678038001,0.0001102376845665276,4.274593447917141e-05,0.9644776582717896,0.00012908646021969616,0.013306084088981152,5.197599602979608e-05
36370,36370_0_airplane.png,5a5e4b1cf967dfde376b83268525c0aa,0,0,0.950839638710022,0.950839638710022,0.03027356043457985,0.0014882591684979296,0.950839638710022,0.01591283455491066,0.0009413872612640262,6.0456797655206174e-05,3.8921651139389724e-05,2.760090137599036e-05,4.978611468686722e-05,4.9449768994236365e-05,0.007142816670238972,0.02493717148900032
2908,02908_9_truck.png,d7048adc88ecce880c706ea32008eb5b,9,9,0.983245849609375,0.983245849609375,0.08886799216270447,0.0014889077056068345,0.00044980630627833307,0.0002631372190080583,5.908950697630644e-06,4.423922291607596e-05,7.10438257556234e-07,1.854150809776911e-06,2.1733667381340638e-06,4.241252099745907e-06,0.015981974080204964,0.983245849609375
21773,21773_7_horse.png,cd41ffd7a758e6ddaa7db3a22cba1c2d,7,7,0.9827661514282227,0.9827661514282227,0.0864037498831749,0.0014890691415203605,7.292651389434468e-06,7.869168257457204e-06,1.65013025252847e-05,7.399706191790756e-06,0.01621820777654648,0.0009649795247241855,3.0658341074740747e-06,0.9827661514282227,6.716864390909905e-06,1.766840910022438e-06
44635,44635_3_cat.png,cb12bf8270da279b9434c9974ec9d3c7,3,3,0.8836936950683594,0.8836936950683594,0.01280960626900196,0.0014898379727767974,0.028971299529075623,0.03136688098311424,0.0017196903936564922,0.8836936950683594,0.0024327777791768312,0.007229145150631666,0.00018656837346497923,0.006573613733053207,0.004430502187460661,0.0333959199488163
26135,26135_6_frog.png,ddec17bfc7a46090df7c6845d3c65051,6,6,0.957598865032196,0.957598865032196,0.03514409810304642,0.001490149646989014,0.0001183022468467243,5.0625891162781045e-05,0.005730546545237303,0.007036623544991016,0.001161187537945807,0.026098353788256645,0.957598865032196,0.00021714792819693685,0.0018750608433037996,0.00011328987602610141
43563,43563_4_deer.png,29df230e934b4e01223d1129a79881c3,4,4,0.9837698936462402,0.9837698936462402,0.09181506931781769,0.0014901683399060062,9.744501585373655e-05,7.307069154194323e-07,0.015709543600678444,3.3330654787278036e-06,0.9837698936462402,3.0434872314799577e-05,0.0003719432861544192,4.129476110392716e-06,1.1476906365714967e-05,1.0314253131582518e-06
46728,46728_2_bird.png,35a2397864b1a176e74b08758e7c6253,2,2,0.9847695827484131,0.9847695827484131,0.09786033630371094,0.0014904537542861362,7.339183866861276e-06,7.21890899058053e-07,0.9847695827484131,7.096922217897372e-06,4.490686933422694e-07,0.015168224461376667,3.2304084015777335e-05,2.019103476413875e-06,1.1639267540886067e-05,7.010846161392692e-07
25684,25684_3_cat.png,c4b6de91b3e0c103e1c6ca52f5999295,3,3,0.9604573845863342,0.9604573845863342,0.03769601136445999,0.0014905988800140157,0.00042744859820231795,8.399801299674436e-05,0.014580374583601952,0.9604573845863342,0.0002791998558677733,0.022115640342235565,0.0005642136093229055,4.434056972968392e-05,0.001391044119372964,5.637660433421843e-05
6104,06104_5_dog.png,0023816c9a9c7425b538f7255473b4b7,5,5,0.9815685153007507,0.9815685153007507,0.08088450133800507,0.0014908214488178473,1.0048949661722872e-05,0.00012864482414443046,0.0011515251826494932,0.016842568293213844,7.870164699852467e-05,0.9815685153007507,0.0001660048874327913,1.9945269741583616e-05,2.1991310859448276e-05,1.2165934094809927e-05
8882,08882_0_airplane.png,d06ce293694d30bd49f4244bd8cdd73f,0,0,0.9468908309936523,0.9468908309936523,0.02807425521314144,0.0014910003648420656,0.9468908309936523,0.0065049901604652405,0.029803575947880745,0.0007209843024611473,0.0004270020581316203,0.0006718550575897098,0.0002228513767477125,0.006315799430012703,0.007284989580512047,0.0011571443174034357
39516,39516_6_frog.png,5c21aeedb684d1dae988f4e319544a92,6,6,0.9577510356903076,0.9577510356903076,0.035294413566589355,0.0014911524191063563,0.0001812448026612401,0.02576056309044361,0.0017974323127418756,0.0007920654607005417,0.0012532324763014913,0.009650864638388157,0.9577510356903076,0.0012712732423096895,0.0011678587179630995,0.00037444790359586477
31993,31993_4_deer.png,6513c87acfe0544d95803361a5201c9e,4,4,0.974080502986908,0.974080502986908,0.05753603205084801,0.0014913050108871229,3.590823689592071e-05,1.6373242033296265e-05,0.02023053728044033,0.0029719704762101173,0.974080502986908,0.00011400193034205586,0.002072559669613838,0.0003061237221118063,0.00013798892905469984,3.395977910258807e-05
27422,27422_5_dog.png,768eb90bce1d465868c472ba80ef54f0,5,5,0.9665549993515015,0.9665549993515015,0.04460114240646362,0.0014916852367079514,2.18832865357399e-05,0.003583223093301058,0.000724627694580704,0.0034324240405112505,0.0006195429596118629,0.9665549993515015,0.02337021753191948,0.0011888443259522319,0.00041471104486845434,8.962782885646448e-05
37502,37502_2_bird.png,a10752ce6f3ac8fc60477eb3b5095903,2,2,0.9632066488265991,0.9632066488265991,0.040542881935834885,0.0014917084926469037,0.0078033688478171825,4.3714713683584705e-05,0.9632066488265991,4.5573739043902606e-05,0.0019757598638534546,0.0013899238547310233,0.0008479754906147718,0.024012954905629158,0.0005390491569414735,0.00013511156430467963
25223,25223_6_frog.png,7f1047a88d519e4aab67c274af58d00b,6,6,0.9378424882888794,0.9378424882888794,0.023999035358428955,0.0014917203213471453,6.718109216308221e-05,0.006579292006790638,0.004514902830123901,0.014005791395902634,0.03141576424241066,0.0040156664326786995,0.9378424882888794,0.00047998869558796287,0.0007019072654657066,0.0003770586918108165
43886,43886_5_dog.png,94b000d7bcaaf66a6a35e3810366a528,5,5,0.9341238737106323,0.9341238737106323,0.02265283837914467,0.0014922812418771692,0.00010824745550053194,0.00014811684377491474,0.029063181951642036,0.015971079468727112,0.00047683902084827423,0.9341238737106323,0.015910953283309937,0.0002764957898762077,0.00022726923634763807,0.0036940150894224644
22674,22674_0_airplane.png,1006bcdbfaf11697ca9445be73ba4462,0,0,0.9803094267845154,0.9803094267845154,0.07582508027553558,0.001493039294735432,0.9803094267845154,0.00013481645146384835,0.0017214082181453705,3.657650086097419e-05,0.00012107050861231983,4.53809025202645e-06,3.978874156018719e-05,1.415285441908054e-05,0.017454003915190697,0.00016407418297603726
48817,48817_5_dog.png,7e89a03c5ce01eea28ca1e141b464650,5,5,0.984614372253418,0.984614372253418,0.0970640629529953,0.0014933915401655895,2.4699268124095397e-06,1.6719017366995104e-05,2.691748477445799e-06,0.015267254784703255,4.8149046051548794e-05,0.984614372253418,1.0045602721220348e-05,3.3005802833940834e-05,1.180490585284133e-06,4.1300422708445694e-06
38415,38415_7_horse.png,edfe43d1b1f5658e1de5a3d65930530c,7,7,0.9684956073760986,0.9684956073760986,0.047403547912836075,0.0014934199852119079,0.00952046550810337,5.8256686315871775e-05,0.00015573565906379372,4.1819897887762636e-05,0.021044911816716194,0.0002139650605386123,7.077501777530415e-06,0.9684956073760986,0.00031803661840967834,0.0001441683853045106
15801,15801_1_automobile.png,94aba620fb50f8850eb1a53096af7ffe,1,1,0.9667719006538391,0.9667719006538391,0.044972389936447144,0.0014943470406425519,0.005784078501164913,0.9667719006538391,9.572241106070578e-05,0.0007220819243229926,0.00030620102188549936,0.0002070664631901309,0.0002835463674273342,0.00011726198135875165,0.022975193336606026,0.0027369202580302954
48494,48494_3_cat.png,63a849be0c3121b319e170d12b3e983d,3,3,0.9843085408210754,0.9843085408210754,0.0952455997467041,0.0014945424403975949,4.632719878827629e-07,2.34006870414305e-06,1.7746120647643693e-05,0.9843085408210754,6.54569230391644e-05,0.015440022572875023,0.00015309722220990807,5.334493835107423e-06,5.126078576722648e-06,2.000442918870249e-06
45715,45715_1_automobile.png,005314f46b2fa83646592037cc53a334,1,1,0.9398265480995178,0.9398265480995178,0.024841057136654854,0.0014947721567696304,0.0008618795545771718,0.9398265480995178,0.02685697376728058,3.586690945667215e-05,1.5873052689130418e-05,0.00039323107921518385,0.0010870309779420495,9.300081728724763e-05,0.012844925746321678,0.017984654754400253
12783,12783_3_cat.png,bcadc17efaf63eca5a8fd4b93fd94aae,3,3,0.930618166923523,0.930618166923523,0.021559417247772217,0.0014958318887110522,0.0030034747906029224,0.004156957846134901,0.0023501096293330193,0.930618166923523,0.007741492707282305,0.035913899540901184,0.007172410376369953,0.0021679955534636974,0.0014909420860931277,0.005384530406445265
20180,20180_0_airplane.png,679c70d63d9d3435de9936a6f907c5d7,0,0,0.9819890260696411,0.9819890260696411,0.0830535814166069,0.0014958758897174462,0.9819890260696411,6.311634024314117e-06,0.0006577516905963421,2.9686445486731827e-05,0.0004662176943384111,3.274048822277109e-06,3.270358865847811e-05,2.0803408915526234e-05,0.016669003292918205,0.00012527831131592393
47699,47699_9_truck.png,aed6e449b43ae50cc03c8dc53b41a9fa,9,9,0.9838191866874695,0.9838191866874695,0.09246303886175156,0.0014961271701312562,0.00019093340961262584,0.01571255549788475,3.949378424294991e-06,1.180470826511737e-05,5.1228603297204245e-06,5.453990070236614e-06,2.3223943571792915e-05,1.3611478607344907e-05,0.00021405829465948045,0.9838191866874695
1929,01929_2_bird.png,cff2a559d36860fd4359c64ea8c1afdb,2,2,0.9392633438110352,0.9392633438110352,0.02463952824473381,0.0014965225556586859,0.0027139903977513313,0.0009036206174641848,0.9392633438110352,0.005956653971225023,0.03332151845097542,0.005407319869846106,0.004193778149783611,0.0017284851055592299,0.004465069156140089,0.002046173205599189
17171,17171_9_truck.png,a5993a54cc6968f048dafdaf77e764ab,9,9,0.9839556813240051,0.9839556813240051,0.09329786151647568,0.001496900621959174,0.00038282066816464067,0.015639906749129295,5.114166583553015e-07,8.578567758377176e-06,1.0408595585431613e-07,7.469885190403147e-07,2.69519887297065e-06,7.448338124049769e-07,8.325184353452642e-06,0.9839556813240051
21060,21060_7_horse.png,de60ee960479f617f381ae1e14436103,7,7,0.9797953367233276,0.9797953367233276,0.07410845160484314,0.0014973363106314252,0.0005326589453034103,0.00019401907047722489,0.00022008064843248576,0.00047826903755776584,0.01779118925333023,0.0006910354131832719,6.0424310504458845e-05,0.9797953367233276,8.055910438997671e-05,0.00015637518663424999
39645,39645_5_dog.png,02563490e01bc797dfb5272d1ab928c5,5,5,0.8631333112716675,0.8631333112716675,0.010942747816443443,0.0014976976592258051,0.03469755873084068,0.0007303447928279638,0.006439228542149067,0.026196124032139778,0.012276099994778633,0.8631333112716675,0.0007428911048918962,0.0417230948805809,0.008289074525237083,0.005772348027676344
48058,48058_3_cat.png,f162996ce78d4e8defb07da123d69411,3,3,0.8882443308830261,0.8882443308830261,0.013405711390078068,0.0014981642463872125,0.009295927360653877,0.0008574367966502905,0.008792649954557419,0.8882443308830261,0.039881475269794464,0.013046706095337868,0.006623635534197092,0.0004412687849253416,0.0303154606372118,0.002501118229702115
25222,25222_2_bird.png,941cf977a27d185b391044649a821809,2,2,0.9679392576217651,0.9679392576217651,0.04673675075173378,0.0014984149254471113,0.022438663989305496,5.752904326072894e-05,0.9679392576217651,0.00032876976183615625,0.0018032784573733807,0.00013162879622541368,0.0005727435927838087,0.00018957383872475475,0.006265746895223856,0.00027272014995105565
4736,04736_7_horse.png,0d436977c8debbfaf1444d3555126e23,7,7,0.9651987552642822,0.9651987552642822,0.04306238144636154,0.0014986244756176603,0.0029222837183624506,0.0007433124119415879,0.0016674306243658066,0.00012763583799824119,0.02404755912721157,0.000495326123200357,5.502389831235632e-05,0.9651987552642822,0.003440686734393239,0.0013020443730056286
5326,05326_7_horse.png,f9d17244785130916f5adce747699b3e,7,7,0.9643035531044006,0.9643035531044006,0.04199008643627167,0.0014988968906139988,0.005382671020925045,0.0009682974778115749,0.0004005894297733903,0.0010913711739704013,0.02414689026772976,0.002900778315961361,9.091974789043888e-05,0.9643035531044006,0.0005990186473354697,0.00011593379895202816
2725,02725_4_deer.png,48de28ce0e67809672987016aa3ea518,4,4,0.9633590579032898,0.9633590579032898,0.04091709852218628,0.0014992410377168142,0.000242427340708673,4.648930917028338e-05,0.02425452508032322,0.00020799999765586108,0.9633590579032898,0.0013833000557497144,0.0027925034519284964,0.0004125934501644224,0.006704628933221102,0.0005965068703517318
21865,21865_0_airplane.png,2125a118ec9ed4fa7709a531742cd15b,0,0,0.8551110029220581,0.8551110029220581,0.010350208729505539,0.0014996313623654167,0.8551110029220581,0.02336093597114086,0.048671621829271317,0.0013307450572028756,0.008875014260411263,0.0035112362820655107,0.012327849864959717,0.002452796557918191,0.013852051459252834,0.030506668612360954
4702,04702_5_dog.png,1f90b459e6db5fcf632fb2f0410e7b28,5,5,0.9614441394805908,0.9614441394805908,0.03889763727784157,0.0014997318774190305,0.0002584639296401292,0.0020915246568620205,0.0010912484722211957,0.002055397257208824,0.002389252185821533,0.9614441394805908,0.0002321943175047636,0.02544633485376835,0.0002606242778711021,0.004730816464871168
39526,39526_3_cat.png,f93511907478e72ff01896e175a3cf15,3,3,0.9499356150627136,0.9499356150627136,0.02995874173939228,0.0014998659786776836,1.0473029760760255e-05,1.728249480947852e-05,0.025337891653180122,0.9499356150627136,0.00298865744844079,0.01708585023880005,0.0031216309871524572,0.0001891528518171981,0.0012858990812674165,2.753106673480943e-05
